n|rsc|org|tag|tagId
55|294|social_security|אוצר וכלכלה|--
55|294|social_security|ביטוח לאומי|--
55|294|social_security|דמי ביטוח לאומי|--
55|294|social_security|הכנסה מזערית|--
55|294|social_security|הכנסה מירבות|--
55|294|social_security|תקרת הכנסה|--
56|30|science-and-technology|מדע|--
57|30-2021|mof|אומדן|--
57|30-2021|mof|שינויים בתקציב|--
57|30-2021|mof|תקציב|--
57|30-2021|mof|תקציב וביצוע|--
58|30-6-2022|mof|תקציב|--
58|30-6-2022|mof|תקציב וביצוע|--
60|30-9-2022|mof|תקציב|--
60|30-9-2022|mof|תקציב וביצוע|--
61|31-2021|mof|אומדן|--
61|31-2021|mof|שינויים בתקציב|--
61|31-2021|mof|תקציב|--
61|31-2021|mof|תקציב וביצוע|--
62|31-2022|mof|תקציב|--
62|31-2022|mof|תקציב וביצוע|--
63|31-3-2023|mof|תקציב|--
63|31-3-2023|mof|תקציב וביצוע|--
64|321|population_authority|אוכלוסיה|--
64|321|population_authority|רחובות ישראל|--
65|334|isa|אוצר וכלכלה|--
65|334|isa|חברות ציבוריות|--
65|334|isa|תאגידים מדווחים בישראל|--
65|334|isa|תאגידים ציבוריים|--
66|335|isa|אוצר וכלכלה|--
67|343|ministry_of_immigrant_absorption|אוכלוסיה|--
67|343|ministry_of_immigrant_absorption|אוצר וכלכלה|--
67|343|ministry_of_immigrant_absorption|מוסדות ציבור|--
67|343|ministry_of_immigrant_absorption|סיוע|--
67|343|ministry_of_immigrant_absorption|עזבונות|--
68|345|ministry_of_agriculture|בעלי חיים|--
68|345|ministry_of_agriculture|בריאות|--
68|345|ministry_of_agriculture|בריאות ורווחה|--
68|345|ministry_of_agriculture|חקלאות|--
68|345|ministry_of_agriculture|סביבה|--
68|345|ministry_of_agriculture|רופאים וטרינריים|--
68|345|ministry_of_agriculture|רפואה|--
69|348|bank_israel|אוצר וכלכלה|--
70|350|bank_israel|אוצר וכלכלה|--
71|351|bank_israel|אוצר וכלכלה|--
72|352|bank_israel|אוצר וכלכלה|--
73|353|bank_israel|אוצר וכלכלה|--
74|354new|bank_israel|אוצר וכלכלה|--
75|355new|bank_israel|אוצר וכלכלה|--
76|356|bank_israel|2012|--
76|356|bank_israel|אוצר וכלכלה|--
76|356|bank_israel|בנק ישראל|--
76|356|bank_israel|מטבעות יציגים|--
76|356|bank_israel|שער חליפין|--
76|356|bank_israel|שערי מטבע|--
77|357|bank_israel|2011|--
77|357|bank_israel|אוצר וכלכלה|--
77|357|bank_israel|בנק ישראל|--
77|357|bank_israel|שערי מטבע|--
77|357|bank_israel|שערים יציגים|--
78|358|bank_israel|אוצר וכלכלה|--
79|360|bank_israel|אוצר וכלכלה|--
80|361|bank_israel|2007|--
80|361|bank_israel|אוצר וכלכלה|--
80|361|bank_israel|בנק ישראל|--
80|361|bank_israel|מטבעות יציגים|--
80|361|bank_israel|שערי מטבע|--
81|362|bank_israel|2006|--
81|362|bank_israel|אוצר וכלכלה|--
81|362|bank_israel|בנק ישראל|--
81|362|bank_israel|מטבע חוץ|--
81|362|bank_israel|שערי חליפין|--
81|362|bank_israel|שערים יציגים|--
81|362|bank_israel|שערים ממוצעים|--
82|363|bank_israel|2005|--
82|363|bank_israel|אוצר וכלכלה|--
82|363|bank_israel|בנק ישראל|--
82|363|bank_israel|מטבע יציג|--
82|363|bank_israel|שערי מטבע|--
82|363|bank_israel|שערים ממוצעים|--
83|364|bank_israel|אוצר וכלכלה|--
83|364|bank_israel|בנק ישראל|--
83|364|bank_israel|שער יציג|--
83|364|bank_israel|שערי מטבע|--
83|364|bank_israel|שערים ממוצעים|--
84|365|bank_israel|אוצר וכלכלה|--
84|365|bank_israel|מטבע חוץ|--
84|365|bank_israel|שערי חליפין|--
84|365|bank_israel|שערים יציגים|--
84|365|bank_israel|שערים ממוצעים|--
85|366|bank_israel|אוצר וכלכלה|--
85|366|bank_israel|מטבע חוץ|--
85|366|bank_israel|מטבעות יציגים|--
85|366|bank_israel|שער יציג|--
85|366|bank_israel|שערי חליפין|--
85|366|bank_israel|שערים ממוצעים|--
86|367|bank_israel|2001|--
86|367|bank_israel|אוצר וכלכלה|--
86|367|bank_israel|בנק ישראל|--
86|367|bank_israel|שער יציג|--
86|367|bank_israel|שערי מטבע|--
86|367|bank_israel|שערים ממוצעים|--
87|371|bank_israel|אוצר וכלכלה|--
87|371|bank_israel|בנק ישראל|--
87|371|bank_israel|הצמדה למדד|--
87|371|bank_israel|משכנתאות|--
87|371|bank_israel|עמלת פרעון מוקדם|--
87|371|bank_israel|ריבית ממוצעת|--
88|374|bank_israel|אוצר וכלכלה|--
88|374|bank_israel|בנק ישראל|--
88|374|bank_israel|לא צמוד|--
88|374|bank_israel|מגזר שיקלי|--
88|374|bank_israel|משכנתאות|--
88|374|bank_israel|ריבית קבועה ממוצעת|--
89|375|bank_israel|אוצר וכלכלה|--
89|375|bank_israel|בנק ישראל|--
89|375|bank_israel|בנקים|--
90|377|bank_israel|אוצר וכלכלה|--
90|377|bank_israel|בנק ישראל|--
90|377|bank_israel|חשבונות מוגבלים|--
90|377|bank_israel|תאגידים|--
91|379|bank_israel|אוצר וכלכלה|--
91|379|bank_israel|בנק ישראל|--
91|379|bank_israel|מדד משולב|--
91|379|bank_israel|שינוי במדד המשולב|--
92|381|bank_israel|אוצר וכלכלה|--
93|408|culture_and_sports|חינוך ותרבות|--
93|408|culture_and_sports|מתקני ספורט|--
93|408|culture_and_sports|נגישות|--
93|408|culture_and_sports|ספורט|--
93|408|culture_and_sports|תחרויות|--
94|425|ministry_of_education|חינוך ותרבות|--
95|46|science-and-technology|מדען ראשי חברי פורום|--
96|48|science-and-technology|מדע|--
96|48|science-and-technology|סל מדע|--
97|481|meteorological_service|אקלים|--
97|481|meteorological_service|השירות המטאורולוגי|--
97|481|meteorological_service|השרות המטאורולוגי|--
97|481|meteorological_service|טמפרטורה|--
97|481|meteorological_service|לחות יחסית|--
97|481|meteorological_service|לחץ|--
97|481|meteorological_service|משקעים|--
97|481|meteorological_service|סביבה|--
97|481|meteorological_service|רוח|--
98|486|betihut-drahim|אוכלוסיה|--
98|486|betihut-drahim|בטיחות|--
98|486|betihut-drahim|בטיחות בדרכים|--
98|486|betihut-drahim|משרד התחבורה|--
98|486|betihut-drahim|תחבורה|--
99|49|science-and-technology|מדע|--
101|500|ministry_of_agriculture|חקלאות|--
101|500|ministry_of_agriculture|ירקות|--
101|500|ministry_of_agriculture|מזון|--
101|500|ministry_of_agriculture|משרד החקלאות|--
101|500|ministry_of_agriculture|פירות|--
101|500|ministry_of_agriculture|פירות וירקות|--
102|502|culture_and_sports|הכשרה|--
102|502|culture_and_sports|מרכזי צלילה|--
102|502|culture_and_sports|ספורט|--
102|502|culture_and_sports|צלילה|--
103|502-2|culture_and_sports|איל|--
103|502-2|culture_and_sports|מרכזי צלילה|--
103|502-2|culture_and_sports|ספורט|--
103|502-2|culture_and_sports|צלילה|--
104|503|culture_and_sports|מוזיאונים|--
105|504|culture_and_sports|סרטים|--
106|506-1|culture_and_sports|בוחן רכב|--
106|506-1|culture_and_sports|מכוניו|--
106|506-1|culture_and_sports|נהיגה ספורטיבי|--
107|506-2|culture_and_sports|אופנוע|--
107|506-2|culture_and_sports|בוחני רכב|--
107|506-2|culture_and_sports|טרקטורון|--
107|506-2|culture_and_sports|נהיגה ספורטיבי|--
108|507|culture_and_sports|הכשרה|--
108|507|culture_and_sports|מוסד|--
108|507|culture_and_sports|נהיגה ספורטיבית|--
109|508|culture_and_sports|דרגות|--
109|508|culture_and_sports|נהיגה|--
109|508|culture_and_sports|נהיגה ספורטיבית|--
109|508|culture_and_sports|רישיון|--
110|51|science-and-technology|חוגים|--
110|51|science-and-technology|סל מדע|--
111|510|culture_and_sports|מוזיאון|--
111|510|culture_and_sports|מוכר|--
111|510|culture_and_sports|תרבות|--
112|517|culture_and_sports|הכשר|--
112|517|culture_and_sports|מאושרים|--
112|517|culture_and_sports|מאמנים|--
112|517|culture_and_sports|מוסדו|--
112|517|culture_and_sports|קורסים|--
113|518|culture_and_sports|מוסדות הכשרה|--
113|518|culture_and_sports|מידעונים|--
114|519|culture_and_sports|תוכנית לימודים ענף ספורט הכשרת מדריכים|--
115|52|science-and-technology|חלל|--
115|52|science-and-technology|טכנולוגיה|--
115|52|science-and-technology|מדע|--
116|520|culture_and_sports|תוכניות לימודים הכשרת מאמנים ענף ספורט|--
117|521|culture_and_sports|ענפי קרב מוכרים|--
118|53|science-and-technology|משרד המדע|--
119|531|mof|אוצר וכלכלה|--
119|531|mof|שינויים תקציב|--
119|531|mof|תקציב|--
120|532|culture_and_sports|מנהלי מחלקות ספורט רשויות מקומיות|--
121|534|mof|אוצר וכלכלה|--
121|534|mof|ביצוע|--
121|534|mof|תקציב|--
122|535|culture_and_sports|סוגי מתקן|--
122|535|culture_and_sports|סל הספורט|--
123|536|culture_and_sports|גיל|--
123|536|culture_and_sports|ספורט|--
123|536|culture_and_sports|ענף|--
124|538-1|culture_and_sports|אגרה|--
124|538-1|culture_and_sports|כלי תחרותי|--
124|538-1|culture_and_sports|נהיגה ספורטיבית|--
124|538-1|culture_and_sports|רישיון|--
124|538-1|culture_and_sports|רכב|--
125|54|science-and-technology|משרד המדע|--
126|541|culture_and_sports|מומחי שימור מוזיאונים|--
127|542|isa|אוצר וכלכלה|--
127|542|isa|יועצי השקעות|--
127|542|isa|מנהלי תיקים|--
127|542|isa|רשות ניירות הערך|--
128|543|isa|אוצר וכלכלה|--
129|544|isa|אוצר וכלכלה|--
129|544|isa|חברות חיתום|--
129|544|isa|חתמים|--
129|544|isa|רשות ניירות הערך|--
130|545|isa|אוצר וכלכלה|--
130|545|isa|חתמים|--
130|545|isa|חתמים מורשים|--
130|545|isa|רשות לניירות ערך|--
130|545|isa|רשות ניירות הערך|--
131|547|knesset|הכנה בוועדה|--
131|547|knesset|הכנסת|--
131|547|knesset|הצעות חוק|--
131|547|knesset|הצעות חוק ממשלתיות|--
131|547|knesset|הצעות חוק פרטיות|--
131|547|knesset|הצעת חוק ממשלתית|--
131|547|knesset|הצעת חוק פרטית|--
131|547|knesset|הצעת חוק של ועדה|--
131|547|knesset|כנסת|--
131|547|knesset|לדיון במליאה|--
131|547|knesset|משפט|--
131|547|knesset|קריאה ראשונה|--
131|547|knesset|קריאה שלישית|--
131|547|knesset|קריאה שלישת|--
131|547|knesset|קריאה שניה|--
131|547|knesset|קריאה שנייה|--
132|548|knesset|הכנסת|--
132|548|knesset|הצעות חוק|--
132|548|knesset|חקיקה|--
132|548|knesset|כנסת|--
132|548|knesset|משפט|--
132|548|knesset|קריאה שלישית|--
133|549|knesset|אוצר וכלכלה|--
133|549|knesset|חברי כנסת|--
133|549|knesset|כנסת|--
133|549|knesset|ממשלות|--
133|549|knesset|סיעות|--
134|551|culture_and_sports|ספריות ציבוריות חברי מועצה|--
135|552|culture_and_sports|קולנוע חברי מועצה|--
136|557|ministry_of_the_environment|קרינה|--
137|558|culture_and_sports|אלימות ספורט|--
138|559|culture_and_sports|קידום נשים ספורט חברי מועצה|--
139|56|science-and-technology|משרד המדע|--
140|564|mof|אוצר וכלכלה|--
140|564|mof|משרד האוצר|--
140|564|mof|תקציב 2013|--
140|564|mof|תקציב 2014|--
140|564|mof|תקציב המדינה|--
141|566|culture_and_sports|מאגר יועצים משפטיים|--
142|568|culture_and_sports|אגרה|--
142|568|culture_and_sports|נהיגה|--
142|568|culture_and_sports|נהיגה ספורטיבית|--
142|568|culture_and_sports|רישוי|--
142|568|culture_and_sports|רישיון|--
143|591|science-and-technology|מוזיאונים חברי מועצה|--
144|609|culture_and_sports|התאחדות תאגיד נהיגה ספורטיבית|--
145|61|science-and-technology|משרד המדע|--
146|62|science-and-technology|משרד המדע|--
147|642|culture_and_sports|ספריות ציבוריות|--
148|643|culture_and_sports|ביקורת סרטים חברי מועצה|--
149|650|culture_and_sports|סרטים|--
150|651|bank_israel|אוצר וכלכלה|--
150|651|bank_israel|בנק ישראל|--
150|651|bank_israel|מטבע חוץ|--
150|651|bank_israel|שערי חליפין|--
151|652|bank_israel|אוצר וכלכלה|--
152|653|bank_israel|2013|--
152|653|bank_israel|אוצר וכלכלה|--
152|653|bank_israel|בנק ישראל|--
152|653|bank_israel|מטבע יציג|--
152|653|bank_israel|שערי מטבע|--
153|659|isa|אוצר וכלכלה|--
153|659|isa|השקעות|--
153|659|isa|חברות ייעוץ השקעות|--
153|659|isa|ניהול תיקים|--
153|659|isa|ניירות ערך|--
154|671|ministry_of_agriculture|בקר|--
154|671|ministry_of_agriculture|בריאות ורווחה|--
154|671|ministry_of_agriculture|דגים|--
154|671|ministry_of_agriculture|וטרינרים|--
154|671|ministry_of_agriculture|חקלאות|--
154|671|ministry_of_agriculture|מחלות בעלי חיים|--
154|671|ministry_of_agriculture|סביבה|--
154|671|ministry_of_agriculture|סוסים|--
155|673|ministry_of_agriculture|הדברה|--
155|673|ministry_of_agriculture|חקלאות|--
155|673|ministry_of_agriculture|סביבה|--
156|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|borehole|--
156|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|water|--
156|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|טיוב|--
156|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|מים|--
156|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|קידוח|--
156|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|רשות המים|--
157|711|mof|אוצר וכלכלה|--
157|711|mof|משרד האוצר|--
157|711|mof|שינויי תקציב|--
157|711|mof|תקציב 2013|--
157|711|mof|תקציב המדינה|--
158|808|mof|אוצר וכלכלה|--
159|813|ministry_of_justice|חוק חופש המידע|--
159|813|ministry_of_justice|משפט|--
160|814|ministry_of_justice|חופש המידע|--
160|814|ministry_of_justice|משפט|--
160|814|ministry_of_justice|תשובות לבקשות|--
161|826|israel_mapping_center|מטה דאטה|--
161|826|israel_mapping_center|סביבה|--
161|826|israel_mapping_center|שכבות|--
162|827|israel_mapping_center|מפות|--
162|827|israel_mapping_center|מרחק בין יישובים|--
162|827|israel_mapping_center|מרחקי דרך|--
162|827|israel_mapping_center|מרכז למיפוי ישראל|--
162|827|israel_mapping_center|סביבה|--
163|828|israel_mapping_center|אוכלוסיה|--
163|828|israel_mapping_center|מיפוי ישראל|--
163|828|israel_mapping_center|סביבה|--
163|828|israel_mapping_center|קואורדינטות ITM|--
164|829|israel_mapping_center|מיפוי ישראל|--
164|829|israel_mapping_center|מפות כבישים|--
164|829|israel_mapping_center|פריסת כבישים|--
164|829|israel_mapping_center|תחבורה|--
165|830|israel_mapping_center|GPS|--
165|830|israel_mapping_center|דיוק גבוה|--
165|830|israel_mapping_center|מיקום על פי לווין|--
165|830|israel_mapping_center|סביבה|--
165|830|israel_mapping_center|תחנות קבע|--
166|831|israel_mapping_center|מיפוי ישראל|--
166|831|israel_mapping_center|מפות|--
166|831|israel_mapping_center|מפות 25000|--
166|831|israel_mapping_center|סביבה|--
166|831|israel_mapping_center|קנה מידה 25000|--
167|832|israel_mapping_center|מפות 50000|--
167|832|israel_mapping_center|מפי|--
167|832|israel_mapping_center|מרכז למיפוי ישראל|--
167|832|israel_mapping_center|סביבה|--
168|833|israel_mapping_center|מפתח מפות|--
168|833|israel_mapping_center|סביבה|--
169|860|rabinical_court|אוכלוסיה|--
169|860|rabinical_court|דת|--
169|860|rabinical_court|משפט|--
170|861|rabinical_court|בתי דין|--
170|861|rabinical_court|בתי הדין הרבניים|--
170|861|rabinical_court|משפט|--
171|862|rabinical_court|בתי דין הרבניים|--
171|862|rabinical_court|בתי הדין|--
171|862|rabinical_court|גירושין|--
171|862|rabinical_court|דת|--
171|862|rabinical_court|משפט|--
171|862|rabinical_court|פסקי דין|--
172|863|rabinical_court|אוכלוסיה|--
172|863|rabinical_court|בתי הדין הרבניים|--
172|863|rabinical_court|גירושין|--
172|863|rabinical_court|דת|--
173|864|rabinical_court|בתי דין רבניים|--
173|864|rabinical_court|בתי הדין|--
173|864|rabinical_court|דת|--
173|864|rabinical_court|משפט|--
174|865|rabinical_court|בתי דין רבניים|--
174|865|rabinical_court|בתי הדין הרבניים|--
174|865|rabinical_court|דת|--
174|865|rabinical_court|משפט|--
175|926|israel_mapping_center|אוכלוסיה|--
175|926|israel_mapping_center|סביבה|--
175|926|israel_mapping_center|שדה תעופה|--
175|926|israel_mapping_center|שדות תעופה|--
175|926|israel_mapping_center|תחבורה|--
176|928|israel_mapping_center|נמלי פריקה והטענה|--
176|928|israel_mapping_center|נמלים|--
176|928|israel_mapping_center|סביבה|--
176|928|israel_mapping_center|פריקה|--
176|928|israel_mapping_center|תחבורה|--
177|930|israel_mapping_center|ים|--
177|930|israel_mapping_center|נמל|--
177|930|israel_mapping_center|נמלים ימיים|--
177|930|israel_mapping_center|סביבה|--
178|931|israel_mapping_center|סביבה|--
178|931|israel_mapping_center|שכבת דרכים|--
178|931|israel_mapping_center|תחבורה|--
179|932|israel_mapping_center|מסילות ברזל|--
179|932|israel_mapping_center|סביבה|--
180|933|israel_mapping_center|אנרגיה ומים|--
180|933|israel_mapping_center|נחל|--
180|933|israel_mapping_center|נחלים|--
180|933|israel_mapping_center|סביבה|--
180|933|israel_mapping_center|שכבת נחלים|--
181|934|isa|אוצר וכלכלה|--
181|934|isa|קרנות נאמנות|--
182|935|isa|אוצר וכלכלה|--
182|935|isa|מנהלי קרנות נאמנות|--
183|943|haifa|אוכלוסיה|--
183|943|haifa|איכות הסביבה|--
183|943|haifa|בתי כנסת|--
183|943|haifa|חינוך ותרבות|--
183|943|haifa|חיפה|--
184|944|haifa|אוכלוסיה|--
184|944|haifa|אזורים|--
184|944|haifa|חיפה|--
184|944|haifa|רובע|--
184|944|haifa|רחובות|--
185|945|haifa|אוכלוסיה|--
186|946|haifa|אוכלוסיה|--
186|946|haifa|חינוך ותרבות|--
187|947|haifa|אוכלוסיה|--
187|947|haifa|בריאות ורווחה|--
188|953|mof|אוצר וכלכלה|--
189|958|social_security|אוכלוסיה|--
190|961|mof|אוצר וכלכלה|--
191|969|mof|אוצר וכלכלה|--
191|969|mof|תקציב|--
192|982|mof|אוצר וכלכלה|--
192|982|mof|תקציב וביצוע|--
193|983|rabinical_court|דת|--
193|983|rabinical_court|משפט|--
193|983|rabinical_court|סנקציות|--
194|991|mof|אוצר וכלכלה|--
194|991|mof|תקציב|--
195|a2016|mof|אוצר וכלכלה|--
195|a2016|mof|תקציב|--
196|academic|israel_mapping_center|המרכז למיפוי ישראל|--
196|academic|israel_mapping_center|חינוך ותרבות|--
197|accessibilityorders|ministry_of_justice|משרד המשפטים|--
197|accessibilityorders|ministry_of_justice|תיקי פיקוח|--
198|accidents2018|lamas|הלשכה המרכזית לסטטיסטיקה|--
198|accidents2018|lamas|תאונות דרכים|--
198|accidents2018|lamas|תחבורה|--
199|accidents_municipal|ministry_of_transport|gis|--
199|accidents_municipal|ministry_of_transport|חצב|--
199|accidents_municipal|ministry_of_transport|ממג|--
199|accidents_municipal|ministry_of_transport|רשות מוניציפלית|--
199|accidents_municipal|ministry_of_transport|תאונות דרכים|--
200|accid_taz|ministry_of_transport|gis|--
200|accid_taz|ministry_of_transport|אזורי תנועה|--
200|accid_taz|ministry_of_transport|חצב|--
200|accid_taz|ministry_of_transport|ממג|--
200|accid_taz|ministry_of_transport|תאונות דרכים|--
201|acquifer|water_authority|water|--
201|acquifer|water_authority|אקוויפר|--
201|acquifer|water_authority|מים|--
201|acquifer|water_authority|רשות המים|--
202|addresses-br7|beer-sheva|תכנון עיר וגיאוגרפיה|--
204|aidtools|moital|כלי סיוע|--
204|aidtools|moital|כלכלה|--
205|aircraft_data_il|ministry_of_transport|משרד התחבורה|--
205|aircraft_data_il|ministry_of_transport|תחבורה|--
