n|rsc|org|tag|tagId
314|callkoreyoung|socialequality|חברתי|--
314|callkoreyoung|socialequality|לשוויון|--
314|callkoreyoung|socialequality|מעורבות חברתית|--
314|callkoreyoung|socialequality|קול|--
314|callkoreyoung|socialequality|קול קורא|--
314|callkoreyoung|socialequality|קורא|--
314|callkoreyoung|socialequality|רשויות|--
314|callkoreyoung|socialequality|רשות|--
314|callkoreyoung|socialequality|רשות הצעירים|--
314|callkoreyoung|socialequality|תקצוב|--
315|cameras-br7|beer-sheva|ביטחון ותשתיות|--
316|cannabis_certified_physicians|ministry-health|קנאביס|--
316|cannabis_certified_physicians|ministry-health|קנאביס רפואי|--
316|cannabis_certified_physicians|ministry-health|קנביס|--
316|cannabis_certified_physicians|ministry-health|קנביס רפואי|--
316|cannabis_certified_physicians|ministry-health|רישיון לקנביס|--
317|cannabis_licensed_workers|ministry-health|קנאביס רפואי|--
317|cannabis_licensed_workers|ministry-health|קנביס רפואי|--
317|cannabis_licensed_workers|ministry-health|רישיון עיסוק בקנביס|--
318|cannabis_pharmacies|ministry-health|קנאביס רפואי|--
318|cannabis_pharmacies|ministry-health|קנביס רפואי|--
319|carbon-monoxide|ministry_of_the_environment|זיהום אוויר|--
319|carbon-monoxide|ministry_of_the_environment|מחצבות|--
319|carbon-monoxide|ministry_of_the_environment|סביבה|--
319|carbon-monoxide|ministry_of_the_environment|פליטות|--
319|carbon-monoxide|ministry_of_the_environment|תעשיה|--
320|car-insurance|mof|ביטוח רכב|--
320|car-insurance|mof|עובדי מדינה|--
320|car-insurance|mof|תעריפי ביטוח רכב|--
321|cell_subbasin|water_authority|water|--
321|cell_subbasin|water_authority|אגן|--
321|cell_subbasin|water_authority|מים|--
321|cell_subbasin|water_authority|רשות המים|--
321|cell_subbasin|water_authority|תא דיווח הידרולוגי|--
321|cell_subbasin|water_authority|תת אגן|--
322|cemeteries|israel_mapping_center|אוכלוסיה|--
322|cemeteries|israel_mapping_center|המרכז למיפוי ישראל|--
323|central-database-of-cbs|lamas|אוכלוסיה|--
323|central-database-of-cbs|lamas|נתוני הלמס|--
324|certificate-list-of-line-equipment|tikshoret|יבוא ציוד|--
324|certificate-list-of-line-equipment|tikshoret|מכס|--
324|certificate-list-of-line-equipment|tikshoret|משרד התקשורת|--
324|certificate-list-of-line-equipment|tikshoret|ציוד קווי|--
324|certificate-list-of-line-equipment|tikshoret|ציוד קצה|--
325|cf-output|ministry_of_the_environment|CHIMERE|--
325|cf-output|ministry_of_the_environment|איכות אוויר|--
325|cf-output|ministry_of_the_environment|מודל|--
325|cf-output|ministry_of_the_environment|מזהמי אוויר|--
325|cf-output|ministry_of_the_environment|סביבה|--
325|cf-output|ministry_of_the_environment|תחזית|--
326|chiller|energy_and_water|אנרגיה ומים|--
326|chiller|energy_and_water|שימור אנרגיה|--
327|chiyuvim|ministry_of_justice|משרד המשפטים|--
334|citiesandsettelments|population_authority|אוכלוסיה|--
334|citiesandsettelments|population_authority|ישובים בישראל|--
335|city-plans-br7|beer-sheva|תכנון עיר וגיאוגרפיה|--
336|cleanasbestos|ministry_of_the_environment|אסבסט|--
336|cleanasbestos|ministry_of_the_environment|פינוי אסבסט|--
337|cleanliness|ministry_of_the_environment|הגנת הסביבה|--
337|cleanliness|ministry_of_the_environment|נקיון|--
338|closed-construction-sites|labor|אתרי בנייה|--
338|closed-construction-sites|labor|אתרי בנייה שנסגרו|--
338|closed-construction-sites|labor|משרד העבודה|--
339|coast-sensitivity|ministry_of_the_environment|דלק|--
339|coast-sensitivity|ministry_of_the_environment|זיהום|--
339|coast-sensitivity|ministry_of_the_environment|חופים|--
339|coast-sensitivity|ministry_of_the_environment|סביבה|--
339|coast-sensitivity|ministry_of_the_environment|רגישות|--
340|community-centers-br7|beer-sheva|פנאי רווחה וספורט|--
341|companiespersonscleansing20200|ministry_of_justice|משפטים|--
341|companiespersonscleansing20200|ministry_of_justice|רשם החברות|--
343|cong_tax_rings|ministry_of_transport|gis|--
343|cong_tax_rings|ministry_of_transport|חצב|--
343|cong_tax_rings|ministry_of_transport|משרד התחבורה|--
343|cong_tax_rings|ministry_of_transport|סל גודש|--
344|construction_equipment|ministry_of_transport|כלי רכב|--
344|construction_equipment|ministry_of_transport|משרד התחבורה|--
344|construction_equipment|ministry_of_transport|רכב|--
344|construction_equipment|ministry_of_transport|תחבורה|--
345|contaminated_land_tlv|ministry_of_the_environment|זיהום|--
345|contaminated_land_tlv|ministry_of_the_environment|סביבה|--
346|contaminatedterrains|ministry_of_the_environment|הגנת הסביבה|--
346|contaminatedterrains|ministry_of_the_environment|קרקע|--
347|continuing_education|ministry_of_justice|השתלמויות|--
347|continuing_education|ministry_of_justice|משרד המשפטים|--
349|coordinates|ministry_of_education|חינוך|--
349|coordinates|ministry_of_education|חינוך ותרבות|--
349|coordinates|ministry_of_education|מיקום מוסדות|--
350|cord-blood-banks|ministry-health|בנקי דם טבורי|--
350|cord-blood-banks|ministry-health|בריאות|--
350|cord-blood-banks|ministry-health|בריאות ורווחה|--
350|cord-blood-banks|ministry-health|דם טבורי|--
350|cord-blood-banks|ministry-health|הריון ולידה|--
350|cord-blood-banks|ministry-health|משרד הבריאות|--
352|corpus|cio|hebrew|--
352|corpus|cio|nlp|--
352|corpus|cio|עברית|--
352|corpus|cio|קורפוס|--
352|corpus|cio|שפה|--
354|countries|population_authority|אוכלוסיה|--
354|countries|population_authority|ארצות|--
354|countries|population_authority|ארצות מוכרות|--
354|countries|population_authority|מדינות|--
355|court_specialists|ministry_of_social_affairs|בית משפט|--
355|court_specialists|ministry_of_social_affairs|גירושין|--
355|court_specialists|ministry_of_social_affairs|משרד הרווחה|--
356|covid-19|ministry-health|covid19|--
356|covid-19|ministry-health|משרד הבריאות|--
356|covid-19|ministry-health|קורונה|--
357|cpalist|ministry_of_justice|משרד המשפטים|--
357|cpalist|ministry_of_justice|רואי החשבון|--
357|cpalist|ministry_of_justice|רואי חשבון|--
357|cpalist|ministry_of_justice|רואי חשבון פעילים|--
358|cpc|ministry_of_justice|משרד המשפטים|--
358|cpc|ministry_of_justice|סיווגי CPC|--
359|crime_records_data|israel-police|משטרה|--
359|crime_records_data|israel-police|משטרת ישראל|--
359|crime_records_data|israel-police|פלילי|--
359|crime_records_data|israel-police|פשיעה|--
359|crime_records_data|israel-police|תחנות|--
360|customsbookexport|taxes-authority|אישור יצוא|--
360|customsbookexport|taxes-authority|הסכם סחר|--
360|customsbookexport|taxes-authority|טובין|--
360|customsbookexport|taxes-authority|יצוא|--
360|customsbookexport|taxes-authority|יצואן|--
360|customsbookexport|taxes-authority|מכס|--
360|customsbookexport|taxes-authority|ספר המכס|--
360|customsbookexport|taxes-authority|צו תעריף המכס|--
360|customsbookexport|taxes-authority|תיאור טובין|--
360|customsbookexport|taxes-authority|תעריף המכס|--
361|cvfr|ministry_of_transport|CVFR|--
361|cvfr|ministry_of_transport|GIS|--
361|cvfr|ministry_of_transport|חצב|--
361|cvfr|ministry_of_transport|ממג|--
361|cvfr|ministry_of_transport|נתיבי טיסה|--
361|cvfr|ministry_of_transport|תעופה אזרחית|--
362|cybermarketplace|israel_national_cyber_directorate|סייבר|--
364|database-of-plant-pests-in-israel|ministry_of_agriculture|מזיקים|--
364|database-of-plant-pests-in-israel|ministry_of_agriculture|מחלות צמחים|--
364|database-of-plant-pests-in-israel|ministry_of_agriculture|נגעים|--
365|datasetlist|cio|אוכלוסיה|--
365|datasetlist|cio|אוצר וכלכלה|--
365|datasetlist|cio|אנרגיה ומים|--
365|datasetlist|cio|בריאות ורווחה|--
365|datasetlist|cio|דיור|--
365|datasetlist|cio|חינוך ותרבות|--
365|datasetlist|cio|משפט|--
365|datasetlist|cio|סביבה|--
365|datasetlist|cio|תחבורה|--
365|datasetlist|cio|תיירות|--
366|dat-gov-il|religion-office|דת|--
366|dat-gov-il|religion-office|הדלקת נרות|--
366|dat-gov-il|religion-office|חג|--
366|dat-gov-il|religion-office|שבת|--
367|daycares-br7|beer-sheva|חינוך|--
368|decision260|cio|החלטות ממשלה|--
369|defi|beer-sheva|בריאות ורפואה|--
370|degem-rechev-wltp|ministry_of_transport|כלי רכב|--
370|degem-rechev-wltp|ministry_of_transport|משרד התחבורה|--
370|degem-rechev-wltp|ministry_of_transport|רכב|--
370|degem-rechev-wltp|ministry_of_transport|תחבורה|--
371|demand_survey_2019-br7|beer-sheva|כלכלה עסקים ויזמות|--
372|demographics-br7|beer-sheva|אוכלוסייה ודמוגרפיה|--
373|depo_lrt_metro|ministry_of_transport|GIS|--
373|depo_lrt_metro|ministry_of_transport|דיפו|--
373|depo_lrt_metro|ministry_of_transport|חצב|--
373|depo_lrt_metro|ministry_of_transport|מטרו|--
373|depo_lrt_metro|ministry_of_transport|ממג|--
373|depo_lrt_metro|ministry_of_transport|רכבת קלה|--
373|depo_lrt_metro|ministry_of_transport|רקל|--
374|desalination|water_authority|desalination|--
374|desalination|water_authority|water|--
374|desalination|water_authority|התפלה|--
374|desalination|water_authority|מים|--
374|desalination|water_authority|רשות המים|--
375|designs|ministry_of_justice|מדגמים|--
375|designs|ministry_of_justice|משרד המשפטים|--
375|designs|ministry_of_justice|עיצובים|--
376|diamonds|moital|יהלומנים|--
376|diamonds|moital|כלכלה|--
377|digumi_arubut|ministry_of_the_environment|זיהום אוויר מארובות|--
380|distance|israel_mapping_center|מרחק בין יישובים|--
380|distance|israel_mapping_center|צמתים|--
381|diurtziburi|ministry_of_housing|בינוי|--
381|diurtziburi|ministry_of_housing|דיור ציבורי|--
381|diurtziburi|ministry_of_housing|דירה פנויה|--
381|diurtziburi|ministry_of_housing|חדרים|--
381|diurtziburi|ministry_of_housing|מלאי|--
381|diurtziburi|ministry_of_housing|משרד הבינוי והשיכון|--
381|diurtziburi|ministry_of_housing|קומות|--
381|diurtziburi|ministry_of_housing|ראוי למגורים|--
381|diurtziburi|ministry_of_housing|שיכון|--
383|dog-gardens-br7|beer-sheva|פנאי רווחה וספורט|--
384|domestic_pesticides|ministry_of_the_environment|בטיחות הדברה|--
384|domestic_pesticides|ministry_of_the_environment|הגנת הסביבה|--
384|domestic_pesticides|ministry_of_the_environment|חומרי הדברה|--
385|driving_license_ranks|ministry_of_transport|משרד התחבורה|--
385|driving_license_ranks|ministry_of_transport|נהיגה|--
385|driving_license_ranks|ministry_of_transport|תחבורה|--
386|driving_shcool|ministry_of_transport|משרד התחבורה|--
386|driving_shcool|ministry_of_transport|נהיגה|--
386|driving_shcool|ministry_of_transport|תחבורה|--
387|drugs-rehab|ministry-health|אשפוזיות|--
387|drugs-rehab|ministry-health|אשפוזית|--
387|drugs-rehab|ministry-health|גמילה מאלכוהול|--
387|drugs-rehab|ministry-health|גמילה מסמים|--
387|drugs-rehab|ministry-health|מוסד גמילה|--
388|druzim|ministry_of_justice|בתי הדין הדרוזים|--
388|druzim|ministry_of_justice|חוזי נישואין|--
388|druzim|ministry_of_justice|משרד המשפטים|--
388|druzim|ministry_of_justice|תיקים|--
389|druzim_kadim|ministry_of_justice|דרוזים|--
389|druzim_kadim|ministry_of_justice|משרד המשפטים|--
389|druzim_kadim|ministry_of_justice|קאדים|--
389|druzim_kadim|ministry_of_justice|רשמי נישואין|--
390|dynamic_wl_cl|water_authority|water|--
390|dynamic_wl_cl|water_authority|הידרוגיאולוגיה|--
390|dynamic_wl_cl|water_authority|מי תהום|--
390|dynamic_wl_cl|water_authority|מים|--
390|dynamic_wl_cl|water_authority|מליחות|--
390|dynamic_wl_cl|water_authority|מפלס|--
390|dynamic_wl_cl|water_authority|רשות המים|--
390|dynamic_wl_cl|water_authority|תת הקרקע|--
391|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|אקולוגיה|--
391|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|הדברה|--
391|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|יתושים|--
391|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|נחלים|--
391|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|סביבה|--
392|e-data-gov-il|israel_mapping_center|גוש שומה|--
392|e-data-gov-il|israel_mapping_center|המרכז למיפוי ישראל|--
392|e-data-gov-il|israel_mapping_center|שכבה|--
393|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אבטלה|--
393|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אוכלוסיה|--
393|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אוצר וכלכלה|--
393|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אקדמאים|--
393|e-data-gov-il-dataset-yeshuvmoatzadata|ies|גברים|--
393|e-data-gov-il-dataset-yeshuvmoatzadata|ies|דורשי עבודה|--
393|e-data-gov-il-dataset-yeshuvmoatzadata|ies|הבטחת הכנסה|--
393|e-data-gov-il-dataset-yeshuvmoatzadata|ies|מועצות אזוריות|--
393|e-data-gov-il-dataset-yeshuvmoatzadata|ies|מחוז|--
393|e-data-gov-il-dataset-yeshuvmoatzadata|ies|נשים|--
394|education-br7|beer-sheva|חינוך|--
395|effluent_recovery_projects|water_authority|השבת קולחין|--
395|effluent_recovery_projects|water_authority|פיתוח הנדסי|--
395|effluent_recovery_projects|water_authority|קולחין|--
395|effluent_recovery_projects|water_authority|רשות המים|--
397|elderly-social-clubs-br7|beer-sheva|פנאי רווחה וספורט|--
400|emergencywatertanks|maaleedumim|חירום|--
400|emergencywatertanks|maaleedumim|מחסור|--
400|emergencywatertanks|maaleedumim|מים|--
400|emergencywatertanks|maaleedumim|שריפה|--
401|employeetravel|ministry_of_justice|משרד המשפטים|--
401|employeetravel|ministry_of_justice|נסיעות|--
402|employers-financial-sanctions|labor|מעסיקים|--
402|employers-financial-sanctions|labor|עיצומים כספיים|--
403|employment|ministry_of_transport|GIS|--
403|employment|ministry_of_transport|חצב|--
403|employment|ministry_of_transport|משרד התחבורה|--
403|employment|ministry_of_transport|שותפים לדרך|--
404|e-new-data-gov-il|israel_mapping_center|המרכז למיפוי ישראל|--
404|e-new-data-gov-il|israel_mapping_center|חלקות|--
404|e-new-data-gov-il|israel_mapping_center|שכבה|--
405|environmental-health-professionals-certified|ministry-health|בריאות הסביבה|--
406|environmental_impact_index|ministry_of_the_environment|מדד ההשפעה ההסביבתית|--
408|ethiopianrab|religion-office|העדה האתיופית|--
408|ethiopianrab|religion-office|קייסים|--
408|ethiopianrab|religion-office|רבנים|--
409|eventsdistrict|firefightingcommission|אירועים|--
409|eventsdistrict|firefightingcommission|חילוץ|--
409|eventsdistrict|firefightingcommission|כבאות|--
409|eventsdistrict|firefightingcommission|שריפה|--
410|excellenceframework-2016|ministry_of_education|חינוך|--
410|excellenceframework-2016|ministry_of_education|תמונה_חינוכית|--
411|excellenceframework-district-2016|ministry_of_education|חינוך|--
411|excellenceframework-district-2016|ministry_of_education|מחוז|--
411|excellenceframework-district-2016|ministry_of_education|תמונה_חינוכית|--
412|excellenceframework-loacal-2016|ministry_of_education|חינוך|--
412|excellenceframework-loacal-2016|ministry_of_education|רשויות_מקומיות|--
412|excellenceframework-loacal-2016|ministry_of_education|תמונה_חינוכית|--
413|excellenceframework-school-2016|ministry_of_education|חינוך|--
413|excellenceframework-school-2016|ministry_of_education|מוסדות_חינוך|--
413|excellenceframework-school-2016|ministry_of_education|תמונה_חינוכית|--
414|excellenceframework-service-2016|ministry_of_education|חינוך|--
414|excellenceframework-service-2016|ministry_of_education|רשויות_מקומיות|--
414|excellenceframework-service-2016|ministry_of_education|תמונה_חינוכית|--
415|exemptions|governmentprocurementadministration|החשב הכללי|--
415|exemptions|governmentprocurementadministration|מינהל הרכש|--
415|exemptions|governmentprocurementadministration|מכרז|--
415|exemptions|governmentprocurementadministration|מכרזים|--
415|exemptions|governmentprocurementadministration|מרכבה|--
415|exemptions|governmentprocurementadministration|רכש|--
415|exemptions|governmentprocurementadministration|שינויים בתקציב|--
418|ezvonot2018|ministry_of_justice|משרד המשפטים|--
418|ezvonot2018|ministry_of_justice|עזבונות לטובת המדינה|--
419|factory|ministry_of_the_environment|איכות הסביבה|--
419|factory|ministry_of_the_environment|מפעלים|--
419|factory|ministry_of_the_environment|סביבה|--
419|factory|ministry_of_the_environment|תעשייה|--
420|fast_lane_gate|ministry_of_transport|GIS|--
420|fast_lane_gate|ministry_of_transport|חצב|--
420|fast_lane_gate|ministry_of_transport|ממג|--
420|fast_lane_gate|ministry_of_transport|נתיב מהיר|--
420|fast_lane_gate|ministry_of_transport|שערים|--
421|fast_lanes|ministry_of_transport|GIS|--
421|fast_lanes|ministry_of_transport|דרכים|--
421|fast_lanes|ministry_of_transport|ממג|--
421|fast_lanes|ministry_of_transport|נתיב מהיר|--
421|fast_lanes|ministry_of_transport|תשתית העדפה|--
424|fcs-manufacturer|ministry-health|יצרני מזון|--
424|fcs-manufacturer|ministry-health|עסקי מזון|--
424|fcs-manufacturer|ministry-health|רישיון יצרן|--
426|fieldschools|israel_mapping_center|המרכז למיפוי ישראל|--
428|fireant|ministry_of_the_environment|הגנת הסביבה|--
428|fireant|ministry_of_the_environment|המשרד להגנת הסביבה|--
428|fireant|ministry_of_the_environment|מזיקים|--
429|firefightingfees|firefightingcommission|אגרה|--
429|firefightingfees|firefightingcommission|כבאות והצלה|--
429|firefightingfees|firefightingcommission|כלכלה|--
430|fire_hydrants-br7|beer-sheva|ביטחון ותשתיות|--
431|firs-name|population_authority|שמות|--
431|firs-name|population_authority|שמות פרטיים|--
432|flydata|airport_authority|טיסות|--
433|foreignntz|ministry_of_exterior|משרד החוץ|--
433|foreignntz|ministry_of_exterior|נציגויות זרות|--
433|foreignntz|ministry_of_exterior|קונסוליות|--
434|freedom-of-info|ministry_of_the_environment|איכות אוויר|--
434|freedom-of-info|ministry_of_the_environment|דיגומים|--
434|freedom-of-info|ministry_of_the_environment|פליטות והעברות לסביבה|--
434|freedom-of-info|ministry_of_the_environment|קרינה|--
434|freedom-of-info|ministry_of_the_environment|ריח|--
434|freedom-of-info|ministry_of_the_environment|שפכים|--
436|fuelstationbynumber|energy_and_water|אנרגיה ומים|--
436|fuelstationbynumber|energy_and_water|תחבורה|--
436|fuelstationbynumber|energy_and_water|תחנות דלק|--
437|garbage-bins-br7|beer-sheva|ביטחון ותשתיות|--
438|garbagecontainers|maaleedumim|איכות הסביבה|--
438|garbagecontainers|maaleedumim|אשפה|--
438|garbagecontainers|maaleedumim|זבל|--
438|garbagecontainers|maaleedumim|מיחזור|--
438|garbagecontainers|maaleedumim|פינוי|--
439|gas-stations-br7|beer-sheva|תחבורה|--
441|gemelnet|cma|אוצר וכלכלה|--
441|gemelnet|cma|גופים מוסדיים|--
441|gemelnet|cma|גמל|--
441|gemelnet|cma|דיווח חודשי|--
441|gemelnet|cma|דמי ניהול|--
441|gemelnet|cma|יתרת נכסים|--
441|gemelnet|cma|מדד|--
441|gemelnet|cma|רשות שוק ההון|--
441|gemelnet|cma|תשואה|--
442|geology_models|water_authority|water|--
442|geology_models|water_authority|גיאולוגיה|--
442|geology_models|water_authority|הידרוגיאולוגיה|--
442|geology_models|water_authority|מים|--
442|geology_models|water_authority|סטרטיגרפיה|--
442|geology_models|water_authority|רשות המים|--
442|geology_models|water_authority|תת הקרקע|--
443|gis|ministry_of_agriculture|gis|--
443|gis|ministry_of_agriculture|בריכות|--
443|gis|ministry_of_agriculture|גאוגרפי|--
443|gis|ministry_of_agriculture|דגים|--
443|gis|ministry_of_agriculture|חקלאות|--
443|gis|ministry_of_agriculture|חקלאות צמחית|--
443|gis|ministry_of_agriculture|חקלאים|--
443|gis|ministry_of_agriculture|מדגה|--
443|gis|ministry_of_agriculture|מחוזות|--
443|gis|ministry_of_agriculture|מטאורולוגי|--
443|gis|ministry_of_agriculture|מים|--
443|gis|ministry_of_agriculture|מפות|--
443|gis|ministry_of_agriculture|מרעה|--
443|gis|ministry_of_agriculture|פיתוח הכפר|--
443|gis|ministry_of_agriculture|קרקע|--
443|gis|ministry_of_agriculture|שטחי גידול|--
443|gis|ministry_of_agriculture|שכבות|--
443|gis|ministry_of_agriculture|תכנון|--
444|gis-_|ministry_of_housing|GIS|--
444|gis-_|ministry_of_housing|דירה בהנחה|--
444|gis-_|ministry_of_housing|התחדשות עירונית|--
444|gis-_|ministry_of_housing|מחיר למשתכן|--
444|gis-_|ministry_of_housing|משרד הבינוי והשיכון|--
444|gis-_|ministry_of_housing|שיקום שכונות|--
444|gis-_|ministry_of_housing|שכבה|--
444|gis-_|ministry_of_housing|שכבות|--
445|gis_shiput-br7|beer-sheva|באר שבע|--
445|gis_shiput-br7|beer-sheva|שכבת השטח המוניציפלי|--
446|gis_urban_renewal|ministry_of_housing|GIS|--
446|gis_urban_renewal|ministry_of_housing|התחדשות עירונית|--
446|gis_urban_renewal|ministry_of_housing|משרד הבינוי והשיכון|--
446|gis_urban_renewal|ministry_of_housing|פינוי בינוי|--
446|gis_urban_renewal|ministry_of_housing|תכנית מתאר|--
447|gizanut|ministry_of_justice|ממונים משרדיים למניעת גזענות|--
448|govdecisions2016|pmo|אוכלוסיה|--
448|govdecisions2016|pmo|אוצר וכלכלה|--
448|govdecisions2016|pmo|אנרגיה ומים|--
448|govdecisions2016|pmo|ביצוע|--
448|govdecisions2016|pmo|בקרה|--
448|govdecisions2016|pmo|בריאות ורווחה|--
448|govdecisions2016|pmo|דוחות ביקורת|--
448|govdecisions2016|pmo|דיווח|--
448|govdecisions2016|pmo|דיור|--
448|govdecisions2016|pmo|החלטות ממשלה|--
448|govdecisions2016|pmo|חינוך ותרבות|--
448|govdecisions2016|pmo|מעקב|--
448|govdecisions2016|pmo|משפט|--
448|govdecisions2016|pmo|סביבה|--
448|govdecisions2016|pmo|שקיפות|--
448|govdecisions2016|pmo|תחבורה|--
448|govdecisions2016|pmo|תיירות|--
449|goverment-domesticdebt|mof|איגרת|--
449|goverment-domesticdebt|mof|החלף|--
449|goverment-domesticdebt|mof|הנפקה|--
449|goverment-domesticdebt|mof|הפוך|--
449|goverment-domesticdebt|mof|השאלות|--
449|goverment-domesticdebt|mof|לא סחירה|--
449|goverment-domesticdebt|mof|מכרז|--
449|goverment-domesticdebt|mof|מסחר|--
449|goverment-domesticdebt|mof|סחירה|--
449|goverment-domesticdebt|mof|פדיונות|--
449|goverment-domesticdebt|mof|פירעונות|--
449|goverment-domesticdebt|mof|שוק מקומי|--
451|greenbuildings|ministry_of_the_environment|אנרגיה|--
451|greenbuildings|ministry_of_the_environment|בנייה ירוקה|--
451|greenbuildings|ministry_of_the_environment|הגנת הסביבה|--
451|greenbuildings|ministry_of_the_environment|סביבה|--
451|greenbuildings|ministry_of_the_environment|שטחים בנויים|--
452|greenkd|ministry_of_the_environment|גני ילדים|--
452|greenkd|ministry_of_the_environment|חינוך|--
452|greenkd|ministry_of_the_environment|סביבה|--
453|greenschools|ministry_of_the_environment|הגנת הסביבה|--
453|greenschools|ministry_of_the_environment|מוסדות חינוך|--
453|greenschools|ministry_of_the_environment|עיר ירוקה|--
454|gsa|mof|חברות ממשלתיות|--
455|hafradat-psolet|ministry_of_the_environment|סביבה|--
457|hagbalat_recall|ministry_of_transport|כלי רכב|--
457|hagbalat_recall|ministry_of_transport|משרד התחבורה|--
457|hagbalat_recall|ministry_of_transport|רכב|--
457|hagbalat_recall|ministry_of_transport|תחבורה|--
458|hakirot|ministry_of_justice|רשימת משרד חקירות|--
459|halicim_bateydin|ministry_of_justice|הליכי בתי הדין|--
459|halicim_bateydin|ministry_of_justice|משרד המשפטים|--
459|halicim_bateydin|ministry_of_justice|סמני מסחר|--
459|halicim_bateydin|ministry_of_justice|פטנטים|--
460|hasmachottoveim|ministry_of_justice|הסמכות תובעים|--
460|hasmachottoveim|ministry_of_justice|הסמכת תובעים|--
460|hasmachottoveim|ministry_of_justice|משרד המשפטים|--
460|hasmachottoveim|ministry_of_justice|תובעים|--
461|hativot-nof|ministry_of_the_environment|בעלי חיים|--
461|hativot-nof|ministry_of_the_environment|הגנת הסביבה|--
461|hativot-nof|ministry_of_the_environment|מורשת|--
461|hativot-nof|ministry_of_the_environment|נוף|--
461|hativot-nof|ministry_of_the_environment|סביבה|--
461|hativot-nof|ministry_of_the_environment|צמחיה|--
461|hativot-nof|ministry_of_the_environment|רגישות|--
461|hativot-nof|ministry_of_the_environment|שטחים פתוחים|--
462|hatkana_nekudat_igun|ministry_of_transport|כלי רכב|--
462|hatkana_nekudat_igun|ministry_of_transport|משרד התחבורה|--
462|hatkana_nekudat_igun|ministry_of_transport|רכב|--
462|hatkana_nekudat_igun|ministry_of_transport|תחבורה|--
463|hayalim|labor|חיילים|--
463|hayalim|labor|חיילים משוחררים|--
463|hayalim|labor|קורסים|--
465|health-br7|beer-sheva|בריאות ורפואה|--
466|heavy-truck|ministry_of_transport|כלי רכב|--
466|heavy-truck|ministry_of_transport|משרד התחבורה|--
466|heavy-truck|ministry_of_transport|רכב|--
466|heavy-truck|ministry_of_transport|תחבורה|--
468|hekdeshot|ministry_of_justice|הקדש|--
468|hekdeshot|ministry_of_justice|הקדש ציבורי|--
468|hekdeshot|ministry_of_justice|הקדשות|--
468|hekdeshot|ministry_of_justice|הקדשות ציבוריים|--
468|hekdeshot|ministry_of_justice|משרד המשפטים|--
469|helipad|ministry_of_transport|gis|--
469|helipad|ministry_of_transport|בתי חולים|--
469|helipad|ministry_of_transport|חצב|--
469|helipad|ministry_of_transport|מנחתים|--
470|hidrograph|water_authority|discharge|--
470|hidrograph|water_authority|water|--
470|hidrograph|water_authority|הידרומטריה|--
470|hidrograph|water_authority|מים|--
470|hidrograph|water_authority|ספיקה|--
470|hidrograph|water_authority|רשות המים|--
470|hidrograph|water_authority|תחנה הידרומטרית|--
471|highwayparkinglots|israel_mapping_center|המרכז למיפוי ישראל|--
472|hitkadmuthabnia|ministry_of_housing|שיווק ובניה|--
473|hiv|ministry-health|איידס|--
473|hiv|ministry-health|בריאות|--
473|hiv|ministry-health|בריאות ורווחה|--
473|hiv|ministry-health|משרד הבריאות|--
476|hmo-companies|social_security|בריאות ורווחה|--
476|hmo-companies|social_security|קופת חולים|--
477|hmo_companies2014|social_security|בריאות ורווחה|--
477|hmo_companies2014|social_security|קופת חולים|--
478|hmomaaleadumim|maaleedumim|בריאות|--
478|hmomaaleadumim|maaleedumim|קופות חולים|--
478|hmomaaleadumim|maaleedumim|רופאים|--
478|hmomaaleadumim|maaleedumim|רפואה|--
478|hmomaaleadumim|maaleedumim|תרופות|--
480|hofesh|ministry_of_justice|חופש המידע|--
480|hofesh|ministry_of_justice|משרד המשפטים|--
481|hofesh_hameida|ministry_of_justice|משרד המשפטים|--
481|hofesh_hameida|ministry_of_justice|תלונות חופש המידע|--
482|hof-naki|ministry_of_the_environment|סביבה|--
483|hokrim|ministry_of_justice|חוקרים|--
484|holidaysinisrael|ministry_of_tourism|משרד התיירות|--
484|holidaysinisrael|ministry_of_tourism|תיירות|--
485|holocaust-survivors-right-bureaus|holocaust_survivors_rights|זכויות ניצולי שואה|--
485|holocaust-survivors-right-bureaus|holocaust_survivors_rights|לשכות|--
485|holocaust-survivors-right-bureaus|holocaust_survivors_rights|ניצולי שואה|--
485|holocaust-survivors-right-bureaus|holocaust_survivors_rights|קבלת קהל|--
486|honoraryconsuls|ministry_of_exterior|משרד החוץ|--
486|honoraryconsuls|ministry_of_exterior|קונסול כבוד|--
488|hostels|ministry_of_housing|hostels|--
488|hostels|ministry_of_housing|בינוי|--
488|hostels|ministry_of_housing|בית דיור|--
488|hostels|ministry_of_housing|בתי דיור|--
488|hostels|ministry_of_housing|גיל זהב|--
488|hostels|ministry_of_housing|הוסטל|--
488|hostels|ministry_of_housing|שיכון|--
489|hotels_ranking|ministry_of_tourism|משרד התיירות|--
493|housingunits-planning-inventory|the_israel_lands_administration|דיור|--
