n|rsc|org|tag|tagId
312|branches|bank_israel|אוצר וכלכלה|--
313|britzugiyut|ministry_of_justice|ברית הזוגיות|--
313|britzugiyut|ministry_of_justice|משרד המשפטים|--
313|britzugiyut|ministry_of_justice|רשם הזוגיות|--
314|brt_line|ministry_of_transport|BRT|--
314|brt_line|ministry_of_transport|GIS|--
314|brt_line|ministry_of_transport|אוטובוס|--
314|brt_line|ministry_of_transport|אוטובוסים מהירים|--
314|brt_line|ministry_of_transport|ממג|--
314|brt_line|ministry_of_transport|תחבורה מהירה|--
318|budget2020|mof|שינויים בתקציב|--
318|budget2020|mof|תקציב|--
318|budget2020|mof|תקציב וביצוע|--
319|budget-changes-2014|mof|שינויים תקציביים|--
320|budget-changes-2015|mof|שינויים תקציביים|--
321|budget-changes-2016|mof|שינויים תקציביים|--
322|buildings-br7|beer-sheva|תכנון עיר וגיאוגרפיה|--
323|buildingsites|labor|אתרי בנייה פעילים|--
324|buildings-preservation-br7|beer-sheva|תכנון עיר וגיאוגרפיה|--
325|bureaus3-9-2024|holocaust_survivors_rights|זכאים|--
325|bureaus3-9-2024|holocaust_survivors_rights|זכויות|--
325|bureaus3-9-2024|holocaust_survivors_rights|זכויות ניצולי שואה|--
325|bureaus3-9-2024|holocaust_survivors_rights|לשכות|--
325|bureaus3-9-2024|holocaust_survivors_rights|מיצוי זכויות|--
325|bureaus3-9-2024|holocaust_survivors_rights|ניצולי שואה|--
325|bureaus3-9-2024|holocaust_survivors_rights|ניצולים|--
325|bureaus3-9-2024|holocaust_survivors_rights|קבלת קהל|--
325|bureaus3-9-2024|holocaust_survivors_rights|שואה|--
326|bureaus-of-health|ministry-health|בריאות|--
326|bureaus-of-health|ministry-health|בריאות ורווחה|--
326|bureaus-of-health|ministry-health|לשכות בריאות|--
326|bureaus-of-health|ministry-health|משרד הבריאות|--
327|bus_fleet|ministry_of_transport|אוטובוסים|--
327|bus_fleet|ministry_of_transport|משרד התחבורה|--
327|bus_fleet|ministry_of_transport|תחבורה ציבורית|--
328|businesscenters-br7|beer-sheva|תכנון עיר וגיאוגרפיה|--
329|business-licensing-br7|beer-sheva|כלכלה עסקים ויזמות|--
330|businessreq|firefightingcommission|בעלי עסקים|--
330|businessreq|firefightingcommission|הסוכנות לעסקים קטנים|--
330|businessreq|firefightingcommission|כבאות והצלה|--
330|businessreq|firefightingcommission|עסקים|--
330|businessreq|firefightingcommission|עסקים קטנים|--
330|businessreq|firefightingcommission|רישוי|--
331|bus_rishui_bitzua_2021|ministry_of_transport|אוטובוסים|--
331|bus_rishui_bitzua_2021|ministry_of_transport|משרד התחבורה|--
331|bus_rishui_bitzua_2021|ministry_of_transport|תחבורה|--
331|bus_rishui_bitzua_2021|ministry_of_transport|תחבורה ציבורית|--
333|bus_stops|ministry_of_transport|אוטובוסים|--
333|bus_stops|ministry_of_transport|משרד התחבורה|--
333|bus_stops|ministry_of_transport|תחבורה|--
333|bus_stops|ministry_of_transport|תחבורה ציבורית|--
334|busterminal|ministry_of_transport|GIS|--
334|busterminal|ministry_of_transport|אוטובוסים|--
334|busterminal|ministry_of_transport|חצב|--
334|busterminal|ministry_of_transport|ממג|--
334|busterminal|ministry_of_transport|מסוף|--
334|busterminal|ministry_of_transport|מסופים|--
334|busterminal|ministry_of_transport|תחבורה ציבורית|--
335|bus_terminal_fcl|ministry_of_transport|GIS|--
335|bus_terminal_fcl|ministry_of_transport|אוטובוסים|--
335|bus_terminal_fcl|ministry_of_transport|חצב|--
335|bus_terminal_fcl|ministry_of_transport|מסופים|--
335|bus_terminal_fcl|ministry_of_transport|משרד התחבורה|--
336|bus_terminal_strat|ministry_of_transport|GIS|--
336|bus_terminal_strat|ministry_of_transport|אוטובוסים|--
336|bus_terminal_strat|ministry_of_transport|חצב|--
336|bus_terminal_strat|ministry_of_transport|ממג|--
336|bus_terminal_strat|ministry_of_transport|מסופי אוטובוסים|--
336|bus_terminal_strat|ministry_of_transport|מסופים|--
336|bus_terminal_strat|ministry_of_transport|תכנית אב|--
337|callkorekitotvatikim|socialequality|המשרד|--
337|callkorekitotvatikim|socialequality|ותיקים|--
337|callkorekitotvatikim|socialequality|חברתי|--
337|callkorekitotvatikim|socialequality|כיתות|--
337|callkorekitotvatikim|socialequality|לשוויון|--
337|callkorekitotvatikim|socialequality|קול קורא|--
338|callkoreyoung|socialequality|המשרד|--
338|callkoreyoung|socialequality|המשרד לשוויון חברתי|--
338|callkoreyoung|socialequality|הצעירים|--
338|callkoreyoung|socialequality|חברתי|--
338|callkoreyoung|socialequality|לשוויון|--
338|callkoreyoung|socialequality|מעורבות חברתית|--
338|callkoreyoung|socialequality|קול|--
338|callkoreyoung|socialequality|קול קורא|--
338|callkoreyoung|socialequality|קורא|--
338|callkoreyoung|socialequality|רשויות|--
338|callkoreyoung|socialequality|רשות|--
338|callkoreyoung|socialequality|רשות הצעירים|--
338|callkoreyoung|socialequality|תקצוב|--
339|cameras-br7|beer-sheva|ביטחון ותשתיות|--
341|cannabis_certified_physicians|ministry-health|קנאביס|--
341|cannabis_certified_physicians|ministry-health|קנאביס רפואי|--
341|cannabis_certified_physicians|ministry-health|קנביס|--
341|cannabis_certified_physicians|ministry-health|קנביס רפואי|--
341|cannabis_certified_physicians|ministry-health|רישיון לקנביס|--
342|cannabis_licensed_workers|ministry-health|קנאביס רפואי|--
342|cannabis_licensed_workers|ministry-health|קנביס רפואי|--
342|cannabis_licensed_workers|ministry-health|רישיון עיסוק בקנביס|--
343|cannabis_pharmacies|ministry-health|קנאביס רפואי|--
343|cannabis_pharmacies|ministry-health|קנביס רפואי|--
344|carbon-monoxide|ministry_of_the_environment|זיהום אוויר|--
344|carbon-monoxide|ministry_of_the_environment|מחצבות|--
344|carbon-monoxide|ministry_of_the_environment|סביבה|--
344|carbon-monoxide|ministry_of_the_environment|פליטות|--
344|carbon-monoxide|ministry_of_the_environment|תעשיה|--
345|cell_subbasin|water_authority|water|--
345|cell_subbasin|water_authority|אגן|--
345|cell_subbasin|water_authority|מים|--
345|cell_subbasin|water_authority|רשות המים|--
345|cell_subbasin|water_authority|תא דיווח הידרולוגי|--
345|cell_subbasin|water_authority|תת אגן|--
346|certified_laboratories|firefightingcommission|גילוי אש|--
346|certified_laboratories|firefightingcommission|כבאות והצלה|--
346|certified_laboratories|firefightingcommission|מעבדות|--
347|cf-output|ministry_of_the_environment|CHIMERE|--
347|cf-output|ministry_of_the_environment|איכות אוויר|--
347|cf-output|ministry_of_the_environment|מודל|--
347|cf-output|ministry_of_the_environment|מזהמי אוויר|--
347|cf-output|ministry_of_the_environment|סביבה|--
347|cf-output|ministry_of_the_environment|תחזית|--
348|children-investigation|ministry_of_social_affairs|חוקר ילדים|--
348|children-investigation|ministry_of_social_affairs|חקירות|--
348|children-investigation|ministry_of_social_affairs|חקירת ילדים|--
349|chiyuvim|ministry_of_justice|משרד המשפטים|--
356|citiedistricts|ministry_of_the_environment|הגנת הסביבה|--
356|citiedistricts|ministry_of_the_environment|המשרד להגנת הסביבה|--
357|citiesandsettelments|population_authority|אוכלוסיה|--
357|citiesandsettelments|population_authority|ישובים בישראל|--
358|city-plans-br7|beer-sheva|תכנון עיר וגיאוגרפיה|--
359|cleanasbestos|ministry_of_the_environment|אסבסט|--
359|cleanasbestos|ministry_of_the_environment|פינוי אסבסט|--
360|cleanliness|ministry_of_the_environment|הגנת הסביבה|--
360|cleanliness|ministry_of_the_environment|נקיון|--
361|closed-construction-sites|labor|אתרי בנייה|--
361|closed-construction-sites|labor|אתרי בנייה שנסגרו|--
361|closed-construction-sites|labor|משרד העבודה|--
362|coast-sensitivity|ministry_of_the_environment|דלק|--
362|coast-sensitivity|ministry_of_the_environment|זיהום|--
362|coast-sensitivity|ministry_of_the_environment|חופים|--
362|coast-sensitivity|ministry_of_the_environment|סביבה|--
362|coast-sensitivity|ministry_of_the_environment|רגישות|--
363|community-centers-br7|beer-sheva|פנאי רווחה וספורט|--
364|companiespersonscleansing20200|ministry_of_justice|משפטים|--
364|companiespersonscleansing20200|ministry_of_justice|רשם החברות|--
366|cong_tax_rings|ministry_of_transport|gis|--
366|cong_tax_rings|ministry_of_transport|חצב|--
366|cong_tax_rings|ministry_of_transport|משרד התחבורה|--
366|cong_tax_rings|ministry_of_transport|סל גודש|--
367|construction_equipment|ministry_of_transport|כלי רכב|--
367|construction_equipment|ministry_of_transport|משרד התחבורה|--
367|construction_equipment|ministry_of_transport|רכב|--
367|construction_equipment|ministry_of_transport|תחבורה|--
368|contaminated_land_tlv|ministry_of_the_environment|זיהום|--
368|contaminated_land_tlv|ministry_of_the_environment|סביבה|--
369|contaminatedterrains|ministry_of_the_environment|הגנת הסביבה|--
369|contaminatedterrains|ministry_of_the_environment|קרקע|--
370|continuing_education|ministry_of_justice|השתלמויות|--
370|continuing_education|ministry_of_justice|משרד המשפטים|--
372|coordinates|ministry_of_education|חינוך|--
372|coordinates|ministry_of_education|חינוך ותרבות|--
372|coordinates|ministry_of_education|מיקום מוסדות|--
373|cord-blood-banks|ministry-health|בנקי דם טבורי|--
373|cord-blood-banks|ministry-health|בריאות|--
373|cord-blood-banks|ministry-health|בריאות ורווחה|--
373|cord-blood-banks|ministry-health|דם טבורי|--
373|cord-blood-banks|ministry-health|הריון ולידה|--
373|cord-blood-banks|ministry-health|משרד הבריאות|--
375|corpus|cio|hebrew|--
375|corpus|cio|nlp|--
375|corpus|cio|עברית|--
375|corpus|cio|קורפוס|--
375|corpus|cio|שפה|--
376|costalaquifer_rechrge|water_authority|water|--
376|costalaquifer_rechrge|water_authority|אקוויפר|--
376|costalaquifer_rechrge|water_authority|הידרוגיאולוגיה|--
376|costalaquifer_rechrge|water_authority|מי תהום|--
376|costalaquifer_rechrge|water_authority|מים|--
376|costalaquifer_rechrge|water_authority|רשות המים|--
378|countries|population_authority|אוכלוסיה|--
378|countries|population_authority|ארצות|--
378|countries|population_authority|ארצות מוכרות|--
378|countries|population_authority|מדינות|--
380|court_specialists|ministry_of_social_affairs|בית משפט|--
380|court_specialists|ministry_of_social_affairs|גירושין|--
380|court_specialists|ministry_of_social_affairs|משרד הרווחה|--
381|covid-19|ministry-health|covid19|--
381|covid-19|ministry-health|משרד הבריאות|--
381|covid-19|ministry-health|קורונה|--
382|cpalist|ministry_of_justice|משרד המשפטים|--
382|cpalist|ministry_of_justice|רואי החשבון|--
382|cpalist|ministry_of_justice|רואי חשבון|--
382|cpalist|ministry_of_justice|רואי חשבון פעילים|--
383|cpc|ministry_of_justice|משרד המשפטים|--
383|cpc|ministry_of_justice|סיווגי CPC|--
384|crime_records_data|israel-police|משטרה|--
384|crime_records_data|israel-police|משטרת ישראל|--
384|crime_records_data|israel-police|פלילי|--
384|crime_records_data|israel-police|פשיעה|--
384|crime_records_data|israel-police|תחנות|--
385|customsbook|taxes-authority|הסכם סחר|--
385|customsbook|taxes-authority|יבוא|--
385|customsbook|taxes-authority|יבואן|--
385|customsbook|taxes-authority|יצוא|--
385|customsbook|taxes-authority|יצואן|--
385|customsbook|taxes-authority|מכסה|--
385|customsbook|taxes-authority|מס קניה|--
385|customsbook|taxes-authority|מסי יבוא|--
385|customsbook|taxes-authority|סוכן מכס|--
385|customsbook|taxes-authority|ספר המכס|--
385|customsbook|taxes-authority|פרט מכס|--
385|customsbook|taxes-authority|צו תעריף המכס|--
385|customsbook|taxes-authority|קוד הנחה|--
385|customsbook|taxes-authority|שיעור מסים|--
385|customsbook|taxes-authority|תיאור טובין|--
385|customsbook|taxes-authority|תעריף|--
385|customsbook|taxes-authority|תעריף המכס|--
386|customsbookexport|taxes-authority|אישור יצוא|--
386|customsbookexport|taxes-authority|הסכם סחר|--
386|customsbookexport|taxes-authority|טובין|--
386|customsbookexport|taxes-authority|יצוא|--
386|customsbookexport|taxes-authority|יצואן|--
386|customsbookexport|taxes-authority|מכס|--
386|customsbookexport|taxes-authority|ספר המכס|--
386|customsbookexport|taxes-authority|צו תעריף המכס|--
386|customsbookexport|taxes-authority|תיאור טובין|--
386|customsbookexport|taxes-authority|תעריף המכס|--
387|customs_import_statistics_data|taxes-authority|הצהרה|--
387|customs_import_statistics_data|taxes-authority|הצהרת יבוא|--
387|customs_import_statistics_data|taxes-authority|יבוא|--
387|customs_import_statistics_data|taxes-authority|מכס|--
388|cvfr|ministry_of_transport|CVFR|--
388|cvfr|ministry_of_transport|GIS|--
388|cvfr|ministry_of_transport|חצב|--
388|cvfr|ministry_of_transport|ממג|--
388|cvfr|ministry_of_transport|נתיבי טיסה|--
388|cvfr|ministry_of_transport|תעופה אזרחית|--
389|cybermarketplace|israel_national_cyber_directorate|סייבר|--
391|database-of-doctors-licenses-moh|ministry-health|מקצועות הרפואה|--
392|database-of-plant-pests-in-israel|ministry_of_agriculture|מזיקים|--
392|database-of-plant-pests-in-israel|ministry_of_agriculture|מחלות צמחים|--
392|database-of-plant-pests-in-israel|ministry_of_agriculture|נגעים|--
393|data-gov-il-dataset-designs|ministry_of_justice|עיצובים|--
394|datasetlist|cio|אוכלוסיה|--
394|datasetlist|cio|אוצר וכלכלה|--
394|datasetlist|cio|אנרגיה ומים|--
394|datasetlist|cio|בריאות ורווחה|--
394|datasetlist|cio|דיור|--
394|datasetlist|cio|חינוך ותרבות|--
394|datasetlist|cio|משפט|--
394|datasetlist|cio|סביבה|--
394|datasetlist|cio|תחבורה|--
394|datasetlist|cio|תיירות|--
395|dat-gov-il|religion-office|דת|--
395|dat-gov-il|religion-office|הדלקת נרות|--
395|dat-gov-il|religion-office|חג|--
395|dat-gov-il|religion-office|שבת|--
397|daycares-br7|beer-sheva|חינוך|--
398|defensecenters|ministry_of_social_affairs|אלימות|--
398|defensecenters|ministry_of_social_affairs|משרד הרווחה|--
398|defensecenters|ministry_of_social_affairs|פגיעה מינית|--
398|defensecenters|ministry_of_social_affairs|תקיפה מינית|--
399|defi|beer-sheva|בריאות ורפואה|--
400|degem-rechev-wltp|ministry_of_transport|כלי רכב|--
400|degem-rechev-wltp|ministry_of_transport|משרד התחבורה|--
400|degem-rechev-wltp|ministry_of_transport|רכב|--
400|degem-rechev-wltp|ministry_of_transport|תחבורה|--
401|demand_survey_2019-br7|beer-sheva|כלכלה עסקים ויזמות|--
402|demographics-br7|beer-sheva|אוכלוסייה ודמוגרפיה|--
403|depo_lrt_metro|ministry_of_transport|GIS|--
403|depo_lrt_metro|ministry_of_transport|דיפו|--
403|depo_lrt_metro|ministry_of_transport|חצב|--
403|depo_lrt_metro|ministry_of_transport|מטרו|--
403|depo_lrt_metro|ministry_of_transport|ממג|--
403|depo_lrt_metro|ministry_of_transport|רכבת קלה|--
403|depo_lrt_metro|ministry_of_transport|רקל|--
404|desalination|water_authority|desalination|--
404|desalination|water_authority|water|--
404|desalination|water_authority|התפלה|--
404|desalination|water_authority|מים|--
404|desalination|water_authority|רשות המים|--
405|diamonds|moital|יהלומנים|--
405|diamonds|moital|כלכלה|--
407|digumi_arubut|ministry_of_the_environment|זיהום אוויר מארובות|--
410|discountpublictransportation|ministry_of_transport|הנחה|--
410|discountpublictransportation|ministry_of_transport|זכאות|--
410|discountpublictransportation|ministry_of_transport|תחבורה ציבורית|--
411|distance|israel_mapping_center|מרחק בין יישובים|--
411|distance|israel_mapping_center|צמתים|--
412|district-locator|labor|איתור|--
412|district-locator|labor|בחינות ממשלתיות|--
412|district-locator|labor|יישוב|--
412|district-locator|labor|יישובים|--
412|district-locator|labor|מחוז|--
412|district-locator|labor|מחוזות|--
413|diurtziburi|ministry_of_housing|בינוי|--
413|diurtziburi|ministry_of_housing|דיור ציבורי|--
413|diurtziburi|ministry_of_housing|דירה פנויה|--
413|diurtziburi|ministry_of_housing|חדרים|--
413|diurtziburi|ministry_of_housing|מלאי|--
413|diurtziburi|ministry_of_housing|משרד הבינוי והשיכון|--
413|diurtziburi|ministry_of_housing|קומות|--
413|diurtziburi|ministry_of_housing|ראוי למגורים|--
413|diurtziburi|ministry_of_housing|שיכון|--
415|dog-gardens-br7|beer-sheva|פנאי רווחה וספורט|--
416|domestic_pesticides|ministry_of_the_environment|בטיחות הדברה|--
416|domestic_pesticides|ministry_of_the_environment|הגנת הסביבה|--
416|domestic_pesticides|ministry_of_the_environment|חומרי הדברה|--
417|domestic-violence-centers-for-prevention-and-treatment|ministry_of_social_affairs|אלימות|--
417|domestic-violence-centers-for-prevention-and-treatment|ministry_of_social_affairs|אלימות במשפחה|--
418|driving_license_ranks|ministry_of_transport|משרד התחבורה|--
418|driving_license_ranks|ministry_of_transport|נהיגה|--
418|driving_license_ranks|ministry_of_transport|תחבורה|--
419|driving_shcool|ministry_of_transport|משרד התחבורה|--
419|driving_shcool|ministry_of_transport|נהיגה|--
419|driving_shcool|ministry_of_transport|תחבורה|--
420|drugs-rehab|ministry-health|אשפוזיות|--
420|drugs-rehab|ministry-health|אשפוזית|--
420|drugs-rehab|ministry-health|גמילה מאלכוהול|--
420|drugs-rehab|ministry-health|גמילה מסמים|--
420|drugs-rehab|ministry-health|מוסד גמילה|--
421|druzim|ministry_of_justice|בתי הדין הדרוזים|--
421|druzim|ministry_of_justice|חוזי נישואין|--
421|druzim|ministry_of_justice|משרד המשפטים|--
421|druzim|ministry_of_justice|תיקים|--
422|druzim_kadim|ministry_of_justice|דרוזים|--
422|druzim_kadim|ministry_of_justice|משרד המשפטים|--
422|druzim_kadim|ministry_of_justice|קאדים|--
422|druzim_kadim|ministry_of_justice|רשמי נישואין|--
423|dynamic_wl_cl|water_authority|water|--
423|dynamic_wl_cl|water_authority|הידרוגיאולוגיה|--
423|dynamic_wl_cl|water_authority|מי תהום|--
423|dynamic_wl_cl|water_authority|מים|--
423|dynamic_wl_cl|water_authority|מליחות|--
423|dynamic_wl_cl|water_authority|מפלס|--
423|dynamic_wl_cl|water_authority|רשות המים|--
423|dynamic_wl_cl|water_authority|תת הקרקע|--
424|ease-of-regulation|regulatory-authority|האסדרה|--
424|ease-of-regulation|regulatory-authority|הקלות רגולציה|--
424|ease-of-regulation|regulatory-authority|התאמות רגולציה|--
424|ease-of-regulation|regulatory-authority|רגולציה|--
425|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|אקולוגיה|--
425|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|הדברה|--
425|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|יתושים|--
425|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|נחלים|--
425|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|סביבה|--
426|e-data-gov-il|israel_mapping_center|גוש שומה|--
426|e-data-gov-il|israel_mapping_center|המרכז למיפוי ישראל|--
426|e-data-gov-il|israel_mapping_center|שכבה|--
427|e-data-gov-il-appotropus|ministry_of_justice|יועצי מס|--
427|e-data-gov-il-appotropus|ministry_of_justice|רואי חשבון|--
428|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אבטלה|--
428|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אוכלוסיה|--
428|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אוצר וכלכלה|--
428|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אקדמאים|--
428|e-data-gov-il-dataset-yeshuvmoatzadata|ies|גברים|--
428|e-data-gov-il-dataset-yeshuvmoatzadata|ies|דורשי עבודה|--
428|e-data-gov-il-dataset-yeshuvmoatzadata|ies|הבטחת הכנסה|--
428|e-data-gov-il-dataset-yeshuvmoatzadata|ies|מועצות אזוריות|--
428|e-data-gov-il-dataset-yeshuvmoatzadata|ies|מחוז|--
428|e-data-gov-il-dataset-yeshuvmoatzadata|ies|נשים|--
429|education-br7|beer-sheva|חינוך|--
430|effluent_recovery_projects|water_authority|השבת קולחין|--
430|effluent_recovery_projects|water_authority|פיתוח הנדסי|--
430|effluent_recovery_projects|water_authority|קולחין|--
430|effluent_recovery_projects|water_authority|רשות המים|--
432|elderly-social-clubs-br7|beer-sheva|פנאי רווחה וספורט|--
435|emergencywatertanks|maaleedumim|חירום|--
435|emergencywatertanks|maaleedumim|מחסור|--
435|emergencywatertanks|maaleedumim|מים|--
435|emergencywatertanks|maaleedumim|שריפה|--
436|employeetravel|ministry_of_justice|משרד המשפטים|--
436|employeetravel|ministry_of_justice|נסיעות|--
437|employers-financial-sanctions|labor|מעסיקים|--
437|employers-financial-sanctions|labor|עיצומים כספיים|--
438|employment|ministry_of_transport|GIS|--
438|employment|ministry_of_transport|חצב|--
438|employment|ministry_of_transport|משרד התחבורה|--
438|employment|ministry_of_transport|שותפים לדרך|--
439|e-new-data-gov-il|israel_mapping_center|המרכז למיפוי ישראל|--
439|e-new-data-gov-il|israel_mapping_center|חלקות|--
439|e-new-data-gov-il|israel_mapping_center|שכבה|--
440|environmental-health-professionals-certified|ministry-health|בריאות הסביבה|--
441|environmental_impact_index|ministry_of_the_environment|מדד ההשפעה ההסביבתית|--
444|eventsdistrict|firefightingcommission|אירועים|--
444|eventsdistrict|firefightingcommission|חילוץ|--
444|eventsdistrict|firefightingcommission|כבאות|--
444|eventsdistrict|firefightingcommission|שריפה|--
445|excellenceframework-2016|ministry_of_education|חינוך|--
445|excellenceframework-2016|ministry_of_education|תמונה_חינוכית|--
446|excellenceframework-district-2016|ministry_of_education|חינוך|--
446|excellenceframework-district-2016|ministry_of_education|מחוז|--
446|excellenceframework-district-2016|ministry_of_education|תמונה_חינוכית|--
447|excellenceframework-loacal-2016|ministry_of_education|חינוך|--
447|excellenceframework-loacal-2016|ministry_of_education|רשויות_מקומיות|--
447|excellenceframework-loacal-2016|ministry_of_education|תמונה_חינוכית|--
448|excellenceframework-school-2016|ministry_of_education|חינוך|--
448|excellenceframework-school-2016|ministry_of_education|מוסדות_חינוך|--
448|excellenceframework-school-2016|ministry_of_education|תמונה_חינוכית|--
449|excellenceframework-service-2016|ministry_of_education|חינוך|--
449|excellenceframework-service-2016|ministry_of_education|רשויות_מקומיות|--
449|excellenceframework-service-2016|ministry_of_education|תמונה_חינוכית|--
450|excise|energy_and_water|אנרגיה|--
450|excise|energy_and_water|בלו|--
450|excise|energy_and_water|דלק|--
450|excise|energy_and_water|משרד האנרגיה|--
451|exemptions|governmentprocurementadministration|החשב הכללי|--
451|exemptions|governmentprocurementadministration|מינהל הרכש|--
451|exemptions|governmentprocurementadministration|מכרז|--
451|exemptions|governmentprocurementadministration|מכרזים|--
451|exemptions|governmentprocurementadministration|מרכבה|--
451|exemptions|governmentprocurementadministration|רכש|--
451|exemptions|governmentprocurementadministration|שינויים בתקציב|--
453|ezoriyut_str|iplan|אזור תפקוד|--
453|ezoriyut_str|iplan|אזוריות|--
453|ezoriyut_str|iplan|אסטרטגי|--
453|ezoriyut_str|iplan|גבול|--
453|ezoriyut_str|iplan|גבולות|--
453|ezoriyut_str|iplan|התכנית האסטרטגית|--
453|ezoriyut_str|iplan|רצף|--
455|ezvonot2018|ministry_of_justice|משרד המשפטים|--
455|ezvonot2018|ministry_of_justice|עזבונות לטובת המדינה|--
456|factory|ministry_of_the_environment|איכות הסביבה|--
456|factory|ministry_of_the_environment|מפעלים|--
456|factory|ministry_of_the_environment|סביבה|--
456|factory|ministry_of_the_environment|תעשייה|--
457|familycenters|ministry_of_social_affairs|ילדים עם מוגבלות|--
457|familycenters|ministry_of_social_affairs|מוגבלות|--
457|familycenters|ministry_of_social_affairs|משרד הרווחה|--
458|fast_lane_gate|ministry_of_transport|GIS|--
458|fast_lane_gate|ministry_of_transport|חצב|--
458|fast_lane_gate|ministry_of_transport|ממג|--
458|fast_lane_gate|ministry_of_transport|נתיב מהיר|--
458|fast_lane_gate|ministry_of_transport|שערים|--
459|fast_lanes|ministry_of_transport|GIS|--
459|fast_lanes|ministry_of_transport|דרכים|--
459|fast_lanes|ministry_of_transport|ממג|--
459|fast_lanes|ministry_of_transport|נתיב מהיר|--
459|fast_lanes|ministry_of_transport|תשתית העדפה|--
460|fcs-importers|ministry-health|יבואני מזון|--
460|fcs-importers|ministry-health|עסקי מזון|--
460|fcs-importers|ministry-health|רישיון יבואן|--
460|fcs-importers|ministry-health|שירות המזון הארצי|--
461|fcs-manufacturer|ministry-health|יצרני מזון|--
461|fcs-manufacturer|ministry-health|עסקי מזון|--
461|fcs-manufacturer|ministry-health|רישיון יצרן|--
461|fcs-manufacturer|ministry-health|שירות המזון הארצי|--
462|fieldschools|israel_mapping_center|המרכז למיפוי ישראל|--
464|fireant|ministry_of_the_environment|הגנת הסביבה|--
464|fireant|ministry_of_the_environment|המשרד להגנת הסביבה|--
464|fireant|ministry_of_the_environment|מזיקים|--
465|firefightingfees|firefightingcommission|אגרה|--
465|firefightingfees|firefightingcommission|כבאות והצלה|--
465|firefightingfees|firefightingcommission|כלכלה|--
466|fire_hydrants-br7|beer-sheva|ביטחון ותשתיות|--
467|firs-name|population_authority|שמות|--
467|firs-name|population_authority|שמות פרטיים|--
468|flydata|airport_authority|טיסות|--
469|food-fabs-lists|ministry-health|איכות מזון|--
469|food-fabs-lists|ministry-health|מעבדות|--
469|food-fabs-lists|ministry-health|מעבדות מזון|--
470|foreignntz|ministry_of_exterior|משרד החוץ|--
470|foreignntz|ministry_of_exterior|נציגויות זרות|--
470|foreignntz|ministry_of_exterior|קונסוליות|--
471|freedom-of-info|ministry_of_the_environment|איכות אוויר|--
471|freedom-of-info|ministry_of_the_environment|דיגומים|--
471|freedom-of-info|ministry_of_the_environment|פליטות והעברות לסביבה|--
471|freedom-of-info|ministry_of_the_environment|קרינה|--
471|freedom-of-info|ministry_of_the_environment|ריח|--
471|freedom-of-info|ministry_of_the_environment|שפכים|--
473|fuelstationbynumber|energy_and_water|אנרגיה ומים|--
473|fuelstationbynumber|energy_and_water|תחבורה|--
473|fuelstationbynumber|energy_and_water|תחנות דלק|--
474|garbage-bins-br7|beer-sheva|ביטחון ותשתיות|--
475|garbagecontainers|maaleedumim|איכות הסביבה|--
475|garbagecontainers|maaleedumim|אשפה|--
475|garbagecontainers|maaleedumim|זבל|--
475|garbagecontainers|maaleedumim|מיחזור|--
475|garbagecontainers|maaleedumim|פינוי|--
476|gas-stations-br7|beer-sheva|תחבורה|--
478|gemelnet|cma|אוצר וכלכלה|--
478|gemelnet|cma|גופים מוסדיים|--
478|gemelnet|cma|גמל|--
478|gemelnet|cma|דיווח חודשי|--
478|gemelnet|cma|דמי ניהול|--
478|gemelnet|cma|יתרת נכסים|--
478|gemelnet|cma|מדד|--
478|gemelnet|cma|רשות שוק ההון|--
478|gemelnet|cma|תשואה|--
479|geology_models|water_authority|water|--
479|geology_models|water_authority|גיאולוגיה|--
479|geology_models|water_authority|הידרוגיאולוגיה|--
479|geology_models|water_authority|מים|--
479|geology_models|water_authority|סטרטיגרפיה|--
479|geology_models|water_authority|רשות המים|--
479|geology_models|water_authority|תת הקרקע|--
480|gis|ministry_of_agriculture|gis|--
480|gis|ministry_of_agriculture|בריכות|--
480|gis|ministry_of_agriculture|גאוגרפי|--
480|gis|ministry_of_agriculture|דגים|--
480|gis|ministry_of_agriculture|חקלאות|--
480|gis|ministry_of_agriculture|חקלאות צמחית|--
480|gis|ministry_of_agriculture|חקלאים|--
480|gis|ministry_of_agriculture|מדגה|--
480|gis|ministry_of_agriculture|מחוזות|--
480|gis|ministry_of_agriculture|מטאורולוגי|--
480|gis|ministry_of_agriculture|מים|--
480|gis|ministry_of_agriculture|מפות|--
480|gis|ministry_of_agriculture|מרעה|--
480|gis|ministry_of_agriculture|פיתוח הכפר|--
480|gis|ministry_of_agriculture|קרקע|--
480|gis|ministry_of_agriculture|שטחי גידול|--
480|gis|ministry_of_agriculture|שכבות|--
480|gis|ministry_of_agriculture|תכנון|--
481|gis-_|ministry_of_housing|GIS|--
481|gis-_|ministry_of_housing|דירה בהנחה|--
481|gis-_|ministry_of_housing|התחדשות עירונית|--
